flow_duration,total_fwd_packets,total_bwd_packets,packet_length_mean,packet_length_std,protocol,destination_port,flow_bytes_per_sec,flow_packets_per_sec,connection_count,label
2.564354,4,1,69.06,2.01,17,39839,1399.27,9.14,1157,PortScan
257.160763,86,285,536.68,182.28,17,8080,28561.05,70.29,3,BENIGN
291.661722,133,217,945.47,185.39,6,53,32854.61,97.21,13,BENIGN
137.937251,465,189,1200.17,189.18,17,143,36738.07,76.58,8,BENIGN
48.584044,82584,63,911.85,101.93,6,8443,9716423.03,37109.42,296,DoS
161.233195,2301,1675,2922.46,986.19,136,241,558537.09,3368.23,488,ANOMALY
93.362749,217,33,353.71,91.75,6,8443,31901.19,63.42,19,BENIGN
53.809687,447,120,1219.37,101.82,17,853,44494.43,28.19,3,BENIGN
1.134181,3,1,57.77,12.21,6,15905,3082.61,10.43,1424,PortScan
241.025057,3394,1765,167.45,47.59,6,22,10197.13,78.07,556,BruteForce
241.109075,85,253,1478.19,177.48,17,8443,8600.99,68.35,12,BENIGN
36.642148,481310,32,1070.83,785.93,17,8080,24837825.93,58032.94,1415,DDoS
274.80574,1771,946,2027.04,675.91,136,217,308605.66,2657.07,357,ANOMALY
0.04842,9,0,88.88,15.62,6,45606,4439.52,11.22,3189,PortScan
32.724356,159,252,392.3,180.67,17,993,28070.77,37.36,8,BENIGN
91.851833,88,114,136.77,120.63,17,587,23163.21,1.68,14,BENIGN
201.659833,362,62,562.73,83.51,6,80,8541.25,51.8,8,BENIGN
232.164689,4019,242,358.02,19.88,6,21,12764.88,164.13,505,BruteForce
21.424369,21,296,1362.05,55.65,6,8443,31446.98,28.48,16,BENIGN
90.363336,12,205,1228.94,176.62,17,8443,6848.67,72.64,19,BENIGN
73.026803,43,117,928.85,78.19,6,995,42071.94,71.72,19,BENIGN
36.745961,73280,47,1307.96,492.09,6,8080,4827131.26,20741.12,132,DoS
5.028319,80872,4,129.13,234.82,6,443,6426022.02,10704.32,287,DoS
79.603232,384,294,451.03,117.33,17,53,6862.49,26.58,3,BENIGN
482.959781,9433,3241,4442.83,57.93,136,423,714097.99,6305.01,379,ANOMALY
31.053593,428136,2,665.47,445.06,6,8443,10880123.71,99114.11,1789,DDoS
71.652067,411228,36,658.76,337.88,17,8443,41836497.16,146487.56,1431,DDoS
0.989211,3,0,51.51,7.88,6,3244,789.69,28.23,4698,PortScan
34.988475,12295,22,459.61,428.35,6,80,5203759.04,48320.94,425,DoS
268.959333,418,218,818.81,197.45,6,8080,29749.84,40.93,19,BENIGN
3.609339,3,1,58.64,1.15,6,46913,2218.25,41.37,4254,PortScan
4.69336,8,1,65.66,12.46,6,24066,309.5,44.86,937,PortScan
307.149485,1474,4383,5935.82,127.69,1,288,717246.19,6995.48,173,ANOMALY
139.442526,298,166,1402.95,113.82,17,8080,39467.92,74.52,11,BENIGN
1.650007,1,2,57.55,2.89,6,24188,3570.9,28.52,2503,PortScan
5.428247,420,37,1193.32,136.08,6,8443,6833.98,38.63,17,BENIGN
442.295797,4373,4833,822.52,590.99,132,39,758932.27,2739.42,491,ANOMALY
205.559732,262,178,1322.41,44.32,6,995,6379.6,53.76,13,BENIGN
274.624129,133,41,1133.98,10.15,6,25,40275.77,58.6,8,BENIGN
160.154786,467,24,185.45,48.19,6,80,24710.92,77.12,8,BENIGN
206.985623,274,150,467.82,68.68,6,110,47742.44,16.94,16,BENIGN
137.298515,6010,1762,4570.2,321.01,132,864,819679.16,8500.45,209,ANOMALY
497.733971,4469,3842,3992.57,484.73,17,142,196435.18,3208.74,249,ANOMALY
27.001213,197966,2,565.35,580.69,6,80,16872396.33,186243.23,1049,DDoS
225.949453,327,241,1271.08,133.82,6,25,17352.42,61.12,9,BENIGN
123.091217,319,256,760.16,21.94,6,443,1767.8,1.1,4,BENIGN
11.537308,75010,75,1201.48,224.38,1,80,6602523.89,38557.54,420,DoS
22.942768,233,67,1289.39,101.15,6,53,43738.25,77.38,10,BENIGN
86.776751,125,277,683.67,19.46,6,110,45209.46,47.07,10,BENIGN
150.556039,436,202,528.54,22.82,6,25,40858.1,22.44,18,BENIGN
184.365841,22,155,444.45,63.21,6,110,20553.6,84.1,10,BENIGN
89.14329,497,262,193.36,92.31,6,110,3822.12,50.71,11,BENIGN
180.262733,197,236,402.29,73.44,6,80,42946.81,32.87,16,BENIGN
22.174574,40566,50,928.3,407.79,1,80,2352187.66,42526.0,148,DoS
191.623268,275,206,214.92,102.65,6,143,17936.47,78.76,17,BENIGN
64.286705,451,256,837.46,184.22,6,8080,34687.34,12.47,5,BENIGN
84.397238,207,152,916.59,139.66,6,25,41078.98,78.77,4,BENIGN
64.03606,242,26,477.43,151.68,6,143,49048.87,19.09,11,BENIGN
0.650427,67650,9,1259.1,419.94,6,80,8377501.42,34800.59,239,DoS
165.571619,40,3291,1924.36,146.72,6,144,29005.0,8458.41,306,ANOMALY
0.490698,4,3,57.07,17.62,6,46549,3446.15,27.17,3735,PortScan
360.118454,4691,1180,479.41,37.04,6,21,3226.53,166.15,890,BruteForce
52.019983,443,156,782.07,115.15,17,8443,15574.18,88.26,7,BENIGN
31.85001,320134,31,1059.97,576.91,6,8080,5632788.84,107143.12,1812,DDoS
25.539278,53010,0,1396.01,467.51,6,80,6969952.51,39414.59,304,DoS
5.673558,146308,3,612.81,611.52,6,80,39795605.91,43624.75,348,DDoS
194.248529,349,260,1420.58,13.09,6,143,48176.51,24.16,16,BENIGN
206.858618,85,90,1197.79,188.14,6,587,30902.04,65.97,8,BENIGN
242.300547,331,5,997.89,125.1,17,8080,28841.22,17.57,5,BENIGN
50.121648,196049,34,156.5,350.76,6,80,40475753.67,62030.98,1762,DDoS
430.581053,7771,1139,6206.65,607.38,136,150,369415.93,5467.5,249,ANOMALY
183.442815,279,269,832.93,98.94,17,80,25086.99,58.79,19,BENIGN
3.560402,3,2,82.87,2.03,6,8630,2495.97,14.86,4026,PortScan
168.674607,482,98,882.29,82.06,6,443,24808.71,28.24,13,BENIGN
275.435699,5999,1352,1220.08,606.05,6,29,860346.17,5104.46,11,ANOMALY
104.844913,490,221,307.1,187.65,6,995,26362.53,21.81,14,BENIGN
61.962547,227,297,805.89,180.0,6,993,49886.46,30.22,12,BENIGN
262.721109,44,174,1148.48,133.58,6,110,16991.01,67.89,8,BENIGN
266.450081,2640,4847,5180.74,570.71,6,393,334191.37,9215.09,191,ANOMALY
4.749163,163,299,955.84,178.3,17,25,10607.04,75.49,9,BENIGN
289.16621,334,206,186.6,196.14,6,8443,13586.95,83.08,10,BENIGN
9.86078,2551,4,310.26,216.58,6,443,8531027.84,27852.67,412,DoS
272.766439,132,119,966.73,19.73,6,80,9622.42,49.49,12,BENIGN
596.143554,1514,1894,149.82,7.24,6,3389,3982.64,173.21,387,BruteForce
298.845771,355,48,1344.34,89.55,6,587,16862.54,81.53,12,BENIGN
31.234981,492,68,1454.85,145.57,6,25,9480.59,86.68,15,BENIGN
244.181034,251,62,1013.35,112.11,6,443,18045.15,7.24,10,BENIGN
71.515535,231249,12,1066.59,357.8,6,80,32136189.31,135145.02,746,DDoS
275.879167,274,18,259.15,57.27,17,80,44994.27,45.62,2,BENIGN
217.081606,164,229,325.24,154.52,6,8443,1646.57,53.59,6,BENIGN
96.30913,7875,262,773.08,964.17,132,896,486937.22,6491.63,37,ANOMALY
204.070556,179,43,1038.37,182.11,6,587,16599.96,47.55,18,BENIGN
5.644111,346511,38,158.87,461.26,6,443,41655568.32,154553.34,1552,DDoS
251.055466,3200,1478,495.01,10.82,6,22,18814.4,127.48,982,BruteForce
120.4763,5785,679,6406.99,797.62,1,995,836265.26,4609.74,245,ANOMALY
132.119344,294,187,1324.54,86.3,17,80,10079.55,28.07,2,BENIGN
137.366748,20,149,1042.33,84.58,17,53,49919.43,83.52,4,BENIGN
38.253027,460,161,216.45,139.66,6,8080,4013.11,7.13,19,BENIGN
90.186878,430,75,165.95,169.76,6,443,42198.2,9.31,8,BENIGN
241.568136,122,168,309.2,52.27,6,8443,45640.22,3.69,14,BENIGN
43.982306,141,147,341.03,111.47,6,143,34685.99,63.41,14,BENIGN
57.524828,429,33,979.59,57.33,17,853,42923.76,4.24,4,BENIGN
226.051495,454,213,385.69,93.79,6,80,40626.82,16.83,5,BENIGN
49.670442,15848,53,299.13,454.22,6,80,9199796.84,45518.98,374,DoS
221.260758,9015,1295,3881.73,691.42,6,996,325051.47,7704.19,177,ANOMALY
70.520227,47,54,664.61,74.85,6,443,45505.73,45.52,4,BENIGN
0.553672,2,4,42.45,5.8,6,40822,4699.35,14.12,4854,PortScan
166.070851,135,295,860.44,44.67,6,80,47642.41,87.77,6,BENIGN
1.431333,5,1,55.56,15.87,6,15221,2510.51,39.73,3974,PortScan
4.649341,4,2,97.07,12.81,6,4409,4523.55,14.29,2411,PortScan
245.609158,1810,1134,304.83,38.99,6,22,11489.01,75.11,855,BruteForce
34.357398,50307,9,529.19,211.01,6,8443,9978311.0,5037.68,418,DoS
13.411568,7850,4510,224.92,955.67,17,42,583926.42,9506.26,320,ANOMALY
201.610169,295,190,278.98,70.57,17,110,519.61,46.21,11,BENIGN
229.840186,3503,554,351.19,28.32,6,21,1040.26,106.03,533,BruteForce
299.523266,402,299,628.62,126.2,6,143,4287.74,17.16,6,BENIGN
126.857477,5823,2691,5448.92,511.67,1,59361,146240.73,6667.16,269,ANOMALY
123.452799,287,179,851.33,162.83,6,995,47703.1,51.62,7,BENIGN
149.714984,363,124,143.4,70.51,6,8443,45082.58,11.69,5,BENIGN
64.21162,433,265,1272.38,164.16,6,587,45082.12,8.36,1,BENIGN
29.376065,493,177,786.52,13.34,6,80,33617.67,98.85,6,BENIGN
2.241993,7,4,70.17,0.33,6,28886,1703.22,2.43,2460,PortScan
3.436696,8,2,74.74,0.02,17,752,1086.63,31.45,519,PortScan
12.011207,58,259,1337.12,158.77,6,53,43095.4,51.21,15,BENIGN
27.403903,1788,4671,4494.18,158.3,6,56,637232.23,5643.9,117,ANOMALY
168.268279,136,2600,8883.06,782.62,6,477,11002.61,6116.38,19,ANOMALY
176.269932,212,238,795.03,64.98,6,25,5502.55,3.66,10,BENIGN
91.266327,324468,27,1012.5,708.45,6,80,25860825.69,145734.45,815,DDoS
45.668104,253,185,323.22,27.85,6,53,39424.86,53.63,5,BENIGN
10.099735,70,187,117.51,140.95,6,143,39779.19,73.91,4,BENIGN
85.326734,306,170,1210.15,155.12,6,8080,18099.1,23.59,17,BENIGN
46.598315,174,249,1390.33,37.39,6,8443,39504.96,7.56,8,BENIGN
151.552013,244,189,81.84,43.84,17,995,37363.36,88.58,10,BENIGN
8.63859,165,256,214.32,181.0,6,587,31786.95,69.1,5,BENIGN
211.887574,151,203,1283.03,51.94,6,853,29078.42,78.85,2,BENIGN
91.044824,5744,319,8337.21,42.5,17,788,28398.92,4586.03,409,ANOMALY
40.034838,4623,50,663.69,286.1,6,443,1365660.69,3359.36,493,DoS
243.000369,260,57,1472.66,168.45,6,587,15244.1,88.37,12,BENIGN
100.846038,232,56,1053.49,60.33,17,8443,45507.94,36.17,4,BENIGN
288.422651,18,144,678.71,173.67,17,143,14549.32,31.51,7,BENIGN
70.976622,116,92,665.44,60.02,6,80,36180.73,24.3,12,BENIGN
13.369583,34237,49,1290.82,178.55,6,80,5121482.78,49265.81,235,DoS
72.33854,288,72,1109.47,16.38,6,443,25992.96,69.48,2,BENIGN
299.359451,3952,2707,7084.47,702.22,132,86,691038.77,8923.85,301,ANOMALY
112.441036,117,203,1397.49,95.88,6,993,22240.85,28.59,11,BENIGN
132.569727,499,72,492.02,47.93,6,993,8031.46,65.72,2,BENIGN
147.611792,301,251,207.82,119.94,6,110,40147.93,71.4,8,BENIGN
478.056109,592,4498,1852.78,732.28,132,869,739543.25,5407.61,141,ANOMALY
151.466805,5451,4166,5171.46,684.67,132,938,380719.79,46.46,170,ANOMALY
73.414906,266,209,1452.63,47.11,6,443,33884.66,55.56,5,BENIGN
5.82746,269,153,703.71,62.4,17,995,13155.42,24.47,11,BENIGN
161.684436,17,96,177.72,92.61,6,995,35431.07,62.01,10,BENIGN
14.561557,255111,17,1406.79,471.07,6,8443,26607368.04,178190.34,265,DDoS
231.377549,105,271,473.77,43.43,6,25,41005.0,17.56,17,BENIGN
106.243398,379,36,712.69,98.32,6,443,19043.07,39.84,5,BENIGN
43.244545,286,199,838.03,196.63,17,853,47873.93,13.42,1,BENIGN
34.932306,191,242,1435.95,104.92,17,587,35813.98,96.46,8,BENIGN
122.6265,309,251,1195.03,41.43,17,53,8268.02,37.96,3,BENIGN
68.023285,387,52,532.07,128.84,6,853,28074.29,99.01,17,BENIGN
91.147208,495,234,325.12,39.35,6,8443,13599.54,32.72,2,BENIGN
479.275586,858,611,128.29,20.49,6,22,18580.81,168.68,633,BruteForce
33.618029,68948,6,1285.74,157.26,6,443,179771.42,24554.33,111,DoS
195.500143,31,31,1109.67,155.64,17,80,7098.09,44.2,11,BENIGN
527.995052,1753,273,174.93,28.44,6,21,2088.03,11.83,562,BruteForce
222.774357,300,146,1035.22,131.15,6,587,27687.29,67.13,14,BENIGN
58.164535,248,286,438.03,34.91,6,53,16680.24,10.47,4,BENIGN
286.495042,355,246,1353.56,30.26,6,995,25958.11,77.43,9,BENIGN
45.357005,85,186,703.05,54.15,17,80,47541.75,42.86,2,BENIGN
12.837485,6268,312,351.78,13.19,136,27974,325364.37,1039.69,494,ANOMALY
224.480669,255,131,877.58,120.98,6,80,9499.79,45.54,19,BENIGN
2.806504,2,2,92.11,19.27,6,51889,3939.96,29.68,2976,PortScan
54.494716,237,15,1355.53,46.28,6,993,40623.32,86.37,13,BENIGN
40.23969,230,24,406.55,73.84,17,8080,10256.54,22.71,9,BENIGN
395.681104,9205,1211,4846.18,650.1,1,581,356810.77,6906.33,399,ANOMALY
267.012959,3406,642,2141.46,927.2,1,678,555619.97,2237.87,158,ANOMALY
225.072387,488,145,938.04,29.54,17,995,41099.64,77.86,1,BENIGN
108.559042,130,40,1010.72,165.54,6,25,4467.99,92.94,3,BENIGN
110.127659,50,286,97.93,192.61,6,443,7666.41,51.32,16,BENIGN
285.384496,210,275,1108.8,57.1,6,587,37656.5,61.64,4,BENIGN
4.196854,7,4,84.43,17.5,6,27045,3285.57,13.13,3411,PortScan
72.652697,426,256,1422.95,160.48,6,995,37556.24,63.47,6,BENIGN
118.693365,490,8,1300.75,19.56,6,53,37277.16,89.17,15,BENIGN
220.417868,341,154,899.59,16.37,6,993,32707.15,68.92,14,BENIGN
212.339678,497,212,1056.89,132.14,17,443,13840.14,25.47,11,BENIGN
15.917406,53432,35,589.33,493.46,17,8443,25777543.93,60685.72,476,DDoS
4.052256,6,1,91.03,2.41,6,41328,1627.18,26.17,1263,PortScan
489.347888,6626,3867,2577.96,513.93,1,500,442637.63,8530.75,357,ANOMALY
51.54081,267,234,719.74,83.81,6,995,40382.43,28.95,8,BENIGN
74.665062,329,128,171.87,82.64,6,110,22618.22,97.25,18,BENIGN
277.894659,42,163,985.89,50.21,6,993,43811.28,45.37,13,BENIGN
85.964069,278,180,858.29,125.05,17,25,39404.63,7.82,6,BENIGN
75.99297,472,269,983.28,103.14,6,25,23096.93,53.61,7,BENIGN
124.736744,109,86,1057.07,173.02,6,143,25098.95,70.94,7,BENIGN
157.363515,65,94,1428.22,15.32,6,143,21672.4,48.1,11,BENIGN
70.634321,22117,8,1450.26,566.33,6,443,17292338.38,81424.57,974,DDoS
18.679088,436048,26,1363.15,372.01,6,8443,20431548.12,117958.91,1093,DDoS
486.673794,4515,1544,198.93,26.28,6,21,17313.61,175.5,813,BruteForce
91.562729,340,284,1067.48,29.59,6,25,21380.19,14.31,3,BENIGN
161.247226,352,257,914.68,122.55,6,995,6405.71,72.98,7,BENIGN
259.131585,257,83,1328.35,176.96,6,995,10699.44,3.28,9,BENIGN
185.057349,200,99,761.09,82.53,17,587,21420.79,72.16,9,BENIGN
11.136148,67001,63,439.51,414.13,6,443,7338560.71,31298.83,266,DoS
278.434243,443,245,436.41,96.0,17,110,24789.64,26.47,8,BENIGN
111.332532,120,58,678.75,19.65,17,993,12976.82,76.29,19,BENIGN
135.988563,44,92,274.82,133.59,17,8443,33480.15,45.38,5,BENIGN
35.936742,90619,47,1012.01,459.13,6,8080,9668392.51,38560.91,61,DoS
4.925528,8,3,57.21,1.75,6,36342,641.73,26.3,2226,PortScan
232.845491,116,150,251.01,198.85,6,995,9309.81,40.75,11,BENIGN
95.646994,459309,8,1477.03,767.17,6,80,27422262.5,167560.27,1640,DDoS
23.5155,33464,62,138.63,419.36,1,8443,1706924.27,36390.87,269,DoS
320.626365,2324,4433,2330.37,738.68,17,463,621968.3,5116.51,360,ANOMALY
42.30443,97460,38,1366.18,469.78,6,443,8058888.77,11407.29,129,DoS
1.707258,400,165,566.11,163.53,6,8080,2844.74,40.19,6,BENIGN
210.717105,386,12,1157.69,199.19,17,8443,8819.74,65.18,5,BENIGN
198.652417,230,238,1285.54,71.37,6,587,18515.88,21.63,10,BENIGN
114.596328,360,232,1284.15,51.57,6,80,28957.82,46.64,6,BENIGN
130.903782,336,100,1339.95,46.89,6,587,36266.3,12.38,14,BENIGN
55.08487,19,135,677.06,123.04,6,853,14503.0,84.16,4,BENIGN
291.2157,499,256,338.85,30.67,6,995,44830.68,30.45,16,BENIGN
60.192567,173,193,285.29,36.34,6,993,22605.91,94.8,19,BENIGN
30.099518,96432,21,874.16,454.28,1,80,532560.99,6595.82,130,DoS
48.697918,205,233,917.44,152.27,17,8080,32198.77,25.9,18,BENIGN
221.624834,130,47,477.43,77.51,17,853,14626.77,59.43,6,BENIGN
13.319541,259875,15,956.26,284.74,6,443,26120179.24,137219.95,762,DDoS
95.599322,173,204,107.8,59.05,6,143,18611.98,15.21,13,BENIGN
73.380962,289,193,923.08,63.83,17,443,2871.69,76.77,10,BENIGN
338.918302,4615,4919,88.94,562.5,1,244,684973.22,6441.38,478,ANOMALY
3.335584,8,0,97.57,3.09,6,63683,25.49,11.78,3140,PortScan
293.275454,304,112,703.12,198.53,6,8080,19096.82,75.0,8,BENIGN
141.505374,252,128,631.61,127.16,6,80,35684.02,73.56,7,BENIGN
19.973196,59145,39,1294.31,161.81,1,8443,5335722.62,35700.29,287,DoS
491.68728,6086,4144,1857.5,32.44,17,796,416432.88,43.42,255,ANOMALY
149.89323,117,253,607.22,144.38,6,53,24408.27,41.16,2,BENIGN
563.531583,4094,1220,416.79,17.23,6,22,4242.42,58.58,315,BruteForce
151.938474,249,179,950.04,72.05,6,995,32046.12,10.6,18,BENIGN
1.63939,5,3,72.43,0.99,6,44986,4541.44,25.82,2598,PortScan
11.295122,273,7,1212.23,99.4,17,853,11504.16,50.74,19,BENIGN
269.069266,92,77,715.83,173.98,17,143,27816.47,61.09,1,BENIGN
61.54439,419,130,828.83,175.13,6,443,26442.76,46.95,5,BENIGN
411.734403,4663,1301,189.86,34.67,6,21,3974.36,148.65,409,BruteForce
16.951217,286090,25,772.41,210.81,6,443,8215508.37,158301.19,1726,DDoS
279.620027,150,295,1027.55,185.91,6,853,38023.9,94.36,1,BENIGN
355.017201,2045,644,315.31,27.66,6,3389,14996.55,5.89,546,BruteForce
85.021861,341,240,1434.89,13.54,6,80,20008.32,47.11,8,BENIGN
215.983495,211,77,602.82,178.12,6,993,47799.95,65.18,3,BENIGN
24.304316,103,20,1485.18,171.45,17,587,12524.23,67.3,5,BENIGN
19.567303,38066,88,472.15,422.78,6,8080,6753547.75,21419.39,138,DoS
152.35438,125,270,1376.74,53.86,6,53,14242.39,5.25,8,BENIGN
91.928075,440,121,962.78,18.7,17,443,218.71,62.07,2,BENIGN
151.775811,4733,167,179.3,30.55,6,22,9625.7,33.95,575,BruteForce
112.540202,294755,6,1009.94,721.6,17,8080,23520774.47,142772.38,599,DDoS
88.310251,183012,20,1405.71,530.69,6,443,26892305.67,153700.93,564,DDoS
3.587612,8,2,95.86,9.66,6,384,3424.42,21.74,4129,PortScan
37.090851,56387,23,659.76,442.7,6,443,3264010.94,30652.49,238,DoS
4.746681,3,0,43.42,13.03,17,24413,4531.34,35.64,2229,PortScan
110.147597,92,159,1209.43,81.33,6,995,42750.83,15.58,14,BENIGN
131.30604,710,4547,2499.25,303.0,6,422,335180.5,6941.48,289,ANOMALY
1.703162,7,0,71.14,12.76,6,37223,948.88,38.61,1424,PortScan
188.527857,4116,1651,498.28,46.66,6,22,10266.01,161.93,343,BruteForce
194.272818,23,187,923.02,138.32,6,80,48066.96,56.17,12,BENIGN
147.880097,82,175,1237.98,69.0,6,995,17637.14,30.6,6,BENIGN
79.21879,214,249,783.64,57.51,17,25,7024.81,86.7,9,BENIGN
10.311102,460,11,563.31,12.12,6,587,10821.08,25.31,14,BENIGN
135.442782,102,30,499.26,35.69,6,8080,14439.11,27.27,19,BENIGN
65.930859,407,81,120.55,160.16,6,853,48600.96,61.46,6,BENIGN
193.604926,335,216,272.15,58.79,6,443,34502.72,16.53,19,BENIGN
143.054263,65,21,239.63,195.12,17,443,1112.18,45.63,14,BENIGN
32.882958,410,150,1367.63,76.71,6,53,49932.13,17.6,8,BENIGN
276.129576,14,198,636.22,17.55,6,995,6813.54,5.29,7,BENIGN
4.787664,8,3,61.69,1.52,17,49164,4913.57,41.84,1032,PortScan
15.181733,52802,1,1276.08,159.16,6,443,313129.24,49374.15,265,DoS
35.862242,396,147,789.8,143.69,6,53,47015.72,13.13,8,BENIGN
472.502907,1152,2535,8168.43,411.47,136,604,809392.04,5880.45,392,ANOMALY
2.997665,6,2,44.65,14.17,6,1581,2240.88,38.33,1057,PortScan
220.415075,102,226,1003.39,117.74,6,80,31541.43,80.12,19,BENIGN
14.40163,252,30,569.73,147.68,17,110,24051.22,84.82,11,BENIGN
8.578546,86562,52,370.63,183.93,6,80,7335128.24,25232.41,115,DoS
149.723134,284,150,1400.15,108.12,6,110,6507.13,78.17,16,BENIGN
3.015089,3,2,71.48,11.37,6,17844,4783.19,43.42,4184,PortScan
247.756139,52,218,1408.5,66.82,6,143,43986.88,77.69,17,BENIGN
22.619279,79545,23,1139.42,399.26,6,443,658970.71,36582.73,180,DoS
1.49518,5,3,80.43,17.03,6,40983,4111.79,8.89,1059,PortScan
48.334922,146,211,799.9,83.24,6,443,33372.47,67.23,1,BENIGN
173.57195,270,237,690.2,179.76,6,995,31581.25,86.61,10,BENIGN
150.95939,428,202,1376.84,98.9,6,80,17162.83,90.84,7,BENIGN
112.351887,178195,18,736.7,478.56,6,443,33683840.37,29236.07,797,DDoS
75.457867,493699,42,678.31,449.16,17,443,26068952.59,152565.76,703,DDoS
185.718955,422,149,331.95,34.42,17,8443,7212.41,44.67,17,BENIGN
401.77302,9545,1774,7426.47,31.72,6,152,352882.81,8866.88,138,ANOMALY
149.590998,381,282,220.23,81.72,17,995,6885.49,88.03,3,BENIGN
43.703586,212935,29,1095.01,551.71,17,443,36801260.01,107328.35,1397,DDoS
113.681451,206,272,959.16,173.76,17,143,28315.93,73.57,16,BENIGN
16.161047,419,237,1403.2,166.03,6,853,30187.09,79.0,12,BENIGN
2.056405,7,3,60.62,0.27,6,14981,1739.47,49.8,4167,PortScan
112.294058,112,14,734.95,197.45,17,8080,4223.97,87.37,12,BENIGN
263.021493,103,243,344.27,139.98,6,110,15193.2,21.86,19,BENIGN
226.41973,304,191,748.47,136.1,6,143,11389.99,92.8,8,BENIGN
430.093007,3241,1011,391.65,10.6,6,3389,2569.1,18.23,939,BruteForce
181.312469,291,261,421.59,199.77,6,995,10359.78,41.87,7,BENIGN
106.972673,30,147,425.4,16.39,6,80,13835.2,24.0,12,BENIGN
157.774921,381,141,1268.84,148.91,6,8080,11493.2,38.93,8,BENIGN
173.603488,155,158,844.49,72.04,17,993,39157.22,89.01,1,BENIGN
118.509717,472,171,1044.19,24.93,6,853,4505.4,97.65,3,BENIGN
175.948519,4814,1677,235.32,18.33,6,21,7303.3,108.15,542,BruteForce
33.36014,218,24,74.12,93.25,17,80,48832.33,16.39,15,BENIGN
113.099288,381,67,984.02,184.69,6,25,6121.7,35.56,18,BENIGN
58.461797,64446,31,464.31,434.1,6,8443,1922936.61,24830.81,368,DoS
100.737313,189826,40,1393.82,674.29,6,8443,13676537.17,125708.01,1073,DDoS
525.301322,703,517,218.64,46.87,6,22,1765.53,28.71,569,BruteForce
50.977368,91967,19,674.19,166.33,6,80,3430394.94,39251.81,89,DoS
183.309075,36,246,942.11,42.86,6,110,45393.33,46.09,12,BENIGN
22.545061,15988,88,730.17,483.59,1,443,2502780.4,24681.12,371,DoS
462.607808,203,2649,6270.74,101.52,1,718,348702.45,3187.28,105,ANOMALY
293.784654,282,190,614.31,102.27,6,143,49552.69,80.62,18,BENIGN
57.393481,41360,8,947.57,117.3,6,443,3430446.95,34890.06,193,DoS
34.886412,49733,82,555.89,458.1,6,8080,6546105.49,3807.03,84,DoS
86.324439,328,152,327.02,187.48,17,110,28378.26,79.79,3,BENIGN
288.823848,444,41,938.12,191.61,6,110,17168.52,74.26,3,BENIGN
51.194741,258,243,615.14,156.18,6,25,18555.41,27.72,10,BENIGN
49.787248,11589,29,699.97,273.52,6,80,1063308.22,7097.28,482,DoS
83.434472,27,12,1160.33,119.36,6,8443,1966.76,63.74,19,BENIGN
38.240495,145,243,1393.57,43.69,6,25,33914.49,47.04,7,BENIGN
40.501884,341742,16,192.89,227.25,6,443,17016001.44,151396.4,836,DDoS
6.007311,5974,5,559.28,325.69,6,80,4642663.12,28850.9,420,DoS
180.291636,309,13,120.53,12.42,6,80,46014.55,39.3,10,BENIGN
0.887904,3,1,50.66,19.81,6,8186,4853.52,33.36,4811,PortScan
184.853812,75,106,157.03,39.46,6,143,38753.06,42.67,6,BENIGN
461.995137,1482,1725,308.27,30.7,6,21,920.99,100.52,633,BruteForce
277.826251,281,165,1143.82,126.09,17,53,40831.85,38.39,12,BENIGN
6.057804,149,187,774.89,50.02,6,443,17283.43,67.71,15,BENIGN
141.441648,62,128,1349.65,135.04,6,8080,9251.16,65.51,5,BENIGN
50.350898,344,97,720.7,113.02,6,110,34579.04,12.62,12,BENIGN
89.216768,259554,28,104.9,147.8,6,8443,15944491.41,21236.66,1400,DDoS
22.554299,226126,33,601.75,158.54,6,8080,23098920.81,145977.21,1788,DDoS
56.780149,1281,620,117.93,10.37,6,22,10663.14,17.61,334,BruteForce
16.27993,6097,373,8722.32,952.83,6,284,158044.23,2220.83,246,ANOMALY
57.341953,289,278,1044.21,24.37,6,443,31441.04,41.12,9,BENIGN
117.624219,206,270,749.2,109.39,17,8080,19870.29,25.07,1,BENIGN
1.676201,6,2,97.48,0.83,17,26377,319.34,36.03,3043,PortScan
97.96843,4339,4444,3643.88,451.07,1,711,718890.1,2583.31,42,ANOMALY
35.110278,28172,4,863.52,170.64,6,443,31839331.85,146232.71,1609,DDoS
2.062343,189,143,880.26,43.95,17,25,26399.79,40.38,5,BENIGN
251.774305,428,68,1425.13,39.43,17,110,44072.91,6.06,17,BENIGN
52.217568,106584,30,354.05,600.15,6,8080,18499633.8,158588.22,1984,DDoS
205.167258,103,282,1486.3,140.16,6,443,48552.24,50.05,18,BENIGN
24.507345,12,152,166.65,150.3,6,853,42238.44,28.49,14,BENIGN
16.058215,390,192,214.57,65.99,17,80,26305.08,66.56,8,BENIGN
36.374852,107321,8,443.04,217.08,6,443,40911654.3,22400.9,956,DDoS
1.590769,7,4,98.11,1.12,17,36282,2523.98,1.31,1550,PortScan
152.090121,1801,689,7461.55,452.36,17,679,6890.14,5516.45,318,ANOMALY
13.436812,118,152,1337.97,173.78,6,587,10476.79,70.48,10,BENIGN
4.639666,4,2,70.18,4.22,6,6379,1495.34,35.88,4020,PortScan
142.537729,267,80,1054.34,162.78,17,995,11643.29,2.5,13,BENIGN
227.006674,482,131,625.76,190.07,6,8080,27537.74,76.63,12,BENIGN
